Pickup Area,"Popular Pickup Lat,Lon",Destination,"Popular Destination Lat, Lon"
100ft Road,"23.799495535917075, 90.44219899922044",Signboard,"23.69196098222184, 90.48136792492541"
100ft Road,"23.799495535917075, 90.44219899922044",Sony Cinema Hall,"23.800596723356385, 90.35531993725503"
100ft Road,"23.799495535917075, 90.44219899922044",Square Hospital,"23.75311200932124, 90.381378314238"
100ft Road,"23.799495535917075, 90.44219899922044",Star Kabab Dhanmondi,"23.739915584940274, 90.38151538972964"
100ft Road,"23.799495535917075, 90.44219899922044",Suhrawardy Udyan,"23.732347115869125, 90.3998804084168"
100ft Road,"23.799495535917075, 90.44219899922044",Sutrapur,"23.712143135744196, 90.41996290601092"
100ft Road,"23.799495535917075, 90.44219899922044",Tajmahal Road,"23.76483026537131, 90.36213213725384"
100ft Road,"23.799495535917075, 90.44219899922044",Tara Masjid,"23.716170089051165, 90.40181039294609"
100ft Road,"23.799495535917075, 90.44219899922044",Technical,"23.78149787280003, 90.35246112771259"
100ft Road,"23.799495535917075, 90.44219899922044",Tejgaon Industrial Area,"23.760019431424492, 90.39129990553859"
100ft Road,"23.799495535917075, 90.44219899922044",Tejturi Bazar,"23.75623497189328, 90.39215451399026"
100ft Road,"23.799495535917075, 90.44219899922044",Town Hall,"23.759739816492644, 90.36581120314878"
100ft Road,"23.799495535917075, 90.44219899922044",TSC,"23.739363547539245, 90.39468747407993"
100ft Road,"23.799495535917075, 90.44219899922044",UIU,"23.798010494541813, 90.44969926609087"
100ft Road,"23.799495535917075, 90.44219899922044",Ulon,"23.763986452595397, 90.41828430393944"
100ft Road,"23.799495535917075, 90.44219899922044",Uttar Khan,"23.87273827035963, 90.44776664806828"
100ft Road,"23.799495535917075, 90.44219899922044",Uttara 1,"23.858105043986644, 90.4009780758213"
100ft Road,"23.799495535917075, 90.44219899922044",Uttara 10,"23.884070392009892, 90.38850341801871"
100ft Road,"23.799495535917075, 90.44219899922044",Uttara 11,"23.876169717607542, 90.38720611542203"
100ft Road,"23.799495535917075, 90.44219899922044",Uttara 12,"23.871433256654242, 90.38108824654972"
100ft Road,"23.799495535917075, 90.44219899922044",Uttara 13,"23.871433256654242, 90.38778814644556"
100ft Road,"23.799495535917075, 90.44219899922044",Uttara 14,"23.867765343508758, 90.38695906184307"
100ft Road,"23.799495535917075, 90.44219899922044",Uttara 15,"23.861049813204456, 90.37215101665535"
100ft Road,"23.799495535917075, 90.44219899922044",Uttara 16,"23.86851637822715, 90.35483474999478"
100ft Road,"23.799495535917075, 90.44219899922044",Uttara 17,"23.846880750905903, 90.36485540817216"
100ft Road,"23.799495535917075, 90.44219899922044",Uttara 18,"23.855123330036513, 90.35777437647893"
100ft Road,"23.799495535917075, 90.44219899922044",Uttara 4,"23.86243003091632, 90.40464203326769"
100ft Road,"23.799495535917075, 90.44219899922044",Uttara 5,"23.864761239707796, 90.38997472577391"
100ft Road,"23.799495535917075, 90.44219899922044",Uttara 6,"23.87139236941201, 90.40429178390336"
100ft Road,"23.799495535917075, 90.44219899922044",Uttara 7,"23.871372679180478, 90.39748761634495"
100ft Road,"23.799495535917075, 90.44219899922044",Uttara 8,"23.87642523160438, 90.4027025919781"
100ft Road,"23.799495535917075, 90.44219899922044",Uttara 9,"23.877220546364615, 90.39735842321328"
100ft Road,"23.799495535917075, 90.44219899922044",Vasantek,"23.807074919411175, 90.38923645387413"
100ft Road,"23.799495535917075, 90.44219899922044",Wapda,"23.724329299083337, 90.42172598970535"
100ft Road,"23.799495535917075, 90.44219899922044",Wari,"23.717804321750464, 90.41799751045865"
300ft,"23.82964547788351, 90.44586855718306",Abdullahpur,"23.878798883513277, 90.40140566107303"
300ft,"23.82964547788351, 90.44586855718306",Abul Hotel,"23.754778817124492, 90.41540918143296"
300ft,"23.82964547788351, 90.44586855718306",Agargaon,"23.778368928990123, 90.37892726054524"
300ft,"23.82964547788351, 90.44586855718306",Adabar,"23.773306970492246, 90.3547037547482"
300ft,"23.82964547788351, 90.44586855718306",Aftabnagar Block A,"23.767873299704757, 90.42702936608984"
300ft,"23.82964547788351, 90.44586855718306",Aftabnagar Block B,"23.766876165679978, 90.42883303416174"
300ft,"23.82964547788351, 90.44586855718306",Aftabnagar Block C,"23.76599057441033, 90.43086163011533"
300ft,"23.82964547788351, 90.44586855718306",Aftabnagar Block D,"23.764350745011754, 90.43551794462489"
300ft,"23.82964547788351, 90.44586855718306",Aftabnagar Block E,"23.768967591654896, 90.43979727576547"
300ft,"23.82964547788351, 90.44586855718306",Aftabnagar Block F,"23.767646824369876, 90.44095786608983"
300ft,"23.82964547788351, 90.44586855718306",Aftabnagar Block G,"23.763993717450564, 90.44705739629664"
300ft,"23.82964547788351, 90.44586855718306",Aftabnagar Block H,"23.761367264147058, 90.44274203622952"
300ft,"23.82964547788351, 90.44586855718306",Aftabnagar Block N,"23.77397492732673, 90.4585882845671"
300ft,"23.82964547788351, 90.44586855718306",Ahsan Manzil,"23.708817214034582, 90.40605307282843"
300ft,"23.82964547788351, 90.44586855718306",Airport Railway Station,"23.85187216330197, 90.40808625149042"
300ft,"23.82964547788351, 90.44586855718306",AIUB Pocket Gate,"23.82101339617473, 90.42737688630989"
300ft,"23.82964547788351, 90.44586855718306",Ansarbagh,"23.757823773705237, 90.43551384618688"
300ft,"23.82964547788351, 90.44586855718306",Arambagh,"23.731760422431627, 90.41892331465192"
300ft,"23.82964547788351, 90.44586855718306",Armanitola,"23.716311404960187, 90.40133975433335"
300ft,"23.82964547788351, 90.44586855718306",Armenian Church,"23.712709593488363, 90.40238466793929"
300ft,"23.82964547788351, 90.44586855718306",Asad Gate,"23.76003967622698, 90.37302587587926"
300ft,"23.82964547788351, 90.44586855718306",Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297"
300ft,"23.82964547788351, 90.44586855718306",Ashulia,"23.897499133724487, 90.33078037428804"
300ft,"23.82964547788351, 90.44586855718306",Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354"
300ft,"23.82964547788351, 90.44586855718306",Azampur,"23.867843070567336, 90.40013983176523"
300ft,"23.82964547788351, 90.44586855718306",Azimpur,"23.72723004477641, 90.38621547855664"
300ft,"23.82964547788351, 90.44586855718306",Babubazar,"23.714359664356653, 90.39458752348794"
300ft,"23.82964547788351, 90.44586855718306",Badda,"23.780568079273614, 90.42649619466724"
300ft,"23.82964547788351, 90.44586855718306",Baitul Mukarram Mosque,"23.729491621601635, 90.4127217167163"
300ft,"23.82964547788351, 90.44586855718306",Baldha Garden,"23.716916774125067, 90.41941883725221"
300ft,"23.82964547788351, 90.44586855718306",Banani 11,"23.723160254991075, 90.38771374929166"
300ft,"23.82964547788351, 90.44586855718306",Banani SuperMarket,"23.79350541605234, 90.40689722271105"
300ft,"23.82964547788351, 90.44586855718306",Banani Block J,"23.796668895469587, 90.40603147773179"
300ft,"23.82964547788351, 90.44586855718306",Banani DOHS,"23.792950646497655, 90.39896914281933"
300ft,"23.82964547788351, 90.44586855718306",Banasree Block C,"23.762317411154488, 90.43041073855908"
300ft,"23.82964547788351, 90.44586855718306",Banasree Block D,"23.76356157045853, 90.43357238807245"
300ft,"23.82964547788351, 90.44586855718306",Banasree Block F,"23.760662289525275, 90.43894806423826"
300ft,"23.82964547788351, 90.44586855718306",Banasree Block H,"23.76056081478647, 90.44168161932465"
300ft,"23.82964547788351, 90.44586855718306",Bangabandhu National Stadium,"23.72799213845677, 90.41316682376024"
300ft,"23.82964547788351, 90.44586855718306",Bangabandhu Sheikh Mujib Medical University (BSMMU),"23.738538737338253, 90.39536639492475"
300ft,"23.82964547788351, 90.44586855718306",Bangabazar,"23.72371785638331, 90.4058524372524"
300ft,"23.82964547788351, 90.44586855718306",Bangla College,"23.784715054761264, 90.35250376609038"
300ft,"23.82964547788351, 90.44586855718306",Baridhara DOHS,"23.813084105710036, 90.4129734607382"
300ft,"23.82964547788351, 90.44586855718306",Basabo,"23.74201426029004, 90.42840780452333"
300ft,"23.82964547788351, 90.44586855718306",Bashundhara Block A,"23.811377299032795, 90.42833436467546"
300ft,"23.82964547788351, 90.44586855718306",Bashundhara Block B,"23.81421995228443, 90.4275173084465"
300ft,"23.82964547788351, 90.44586855718306",Bashundhara Block C,"23.81949603415762, 90.42738524683234"
300ft,"23.82964547788351, 90.44586855718306",Bashundhara Block D,"23.815210726954167, 90.43302101821708"
300ft,"23.82964547788351, 90.44586855718306",Bashundhara Block E,"23.81019793984092, 90.4327785621583"
300ft,"23.82964547788351, 90.44586855718306",Bashundhara Block F,"23.821188569971465, 90.4332893983635"
300ft,"23.82964547788351, 90.44586855718306",Bashundhara Block G,"23.825185513881646, 90.43336989142703"
300ft,"23.82964547788351, 90.44586855718306",Bashundhara Block H,"23.825616759705525, 90.43910577635016"
300ft,"23.82964547788351, 90.44586855718306",Bashundhara Block I,"23.82042119889173, 90.43856529566207"
300ft,"23.82964547788351, 90.44586855718306",Bashundhara Block J,"23.824910334974465, 90.44234315790804"
300ft,"23.82964547788351, 90.44586855718306",Bashundhara Block K,"23.823004540402223, 90.44475635790837"
300ft,"23.82964547788351, 90.44586855718306",Bashundhara Block L,"23.820766766555288, 90.44883331554995"
300ft,"23.82964547788351, 90.44586855718306",Bashundhara Block M,"23.820570468762917, 90.45608600861756"
300ft,"23.82964547788351, 90.44586855718306",Bashundhara Block N,"23.812690717028516, 90.46931281108469"
300ft,"23.82964547788351, 90.44586855718306",Bashundhara City Mall,"23.75121557936337, 90.39070746794054"
300ft,"23.82964547788351, 90.44586855718306",Bashundhara Gate,"23.811875111391196, 90.4214912547236"
300ft,"23.82964547788351, 90.44586855718306",Bijoy Sarani,"23.765074098817312, 90.38619011026924"
300ft,"23.82964547788351, 90.44586855718306",Bijoynagar,"23.73469869947737, 90.41077232376051"
300ft,"23.82964547788351, 90.44586855718306",BNS,"23.871046444820042, 90.40003507958563"
300ft,"23.82964547788351, 90.44586855718306",Bongshal,"23.717267299148716, 90.40244543195982"
300ft,"23.82964547788351, 90.44586855718306",Bosila,"23.755536214623834, 90.3561451998845"
300ft,"23.82964547788351, 90.44586855718306",Botanical Garden,"23.81353999494071, 90.34753307433435"
300ft,"23.82964547788351, 90.44586855718306",Brac University,"23.773372892644524, 90.42482029492592"
300ft,"23.82964547788351, 90.44586855718306",BUET,"23.726717170489835, 90.39263491266497"
300ft,"23.82964547788351, 90.44586855718306",Buriganga Bridge,"23.70898069854497, 90.40159267958012"
300ft,"23.82964547788351, 90.44586855718306",Chairman Bari,"23.788615672371655, 90.40060816109144"
300ft,"23.82964547788351, 90.44586855718306",Chandni Chawk Market,"23.733968595123564, 90.38483127181993"
300ft,"23.82964547788351, 90.44586855718306",Chandrima Model Town,"23.755862234916634, 90.33788067958173"
300ft,"23.82964547788351, 90.44586855718306",Chandrima Udyan,"23.766853501013795, 90.37808615074623"
300ft,"23.82964547788351, 90.44586855718306",Chawk Bazar,"23.716016462326913, 90.39589182143904"
300ft,"23.82964547788351, 90.44586855718306",Chawkbazar Shahi Mosque,"23.716081670095274, 90.39598779046787"
300ft,"23.82964547788351, 90.44586855718306",Chowdhuripara,"23.753676744513747, 90.41950780332495"
300ft,"23.82964547788351, 90.44586855718306",Curzon Hall,"23.72754625142948, 90.40189379492435"
300ft,"23.82964547788351, 90.44586855718306",Dakshin Khan,"23.861187306883544, 90.42341146206438"
300ft,"23.82964547788351, 90.44586855718306",Demra,"23.720722354482266, 90.48082217630154"
300ft,"23.82964547788351, 90.44586855718306",Dhaka Airport,"23.843630641810666, 90.40288227958474"
300ft,"23.82964547788351, 90.44586855718306",Dhaka College,"23.735731619622754, 90.38374921026826"
300ft,"23.82964547788351, 90.44586855718306",Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578"
300ft,"23.82964547788351, 90.44586855718306",Dhaka University,"23.73409560015957, 90.39294665259638"
300ft,"23.82964547788351, 90.44586855718306",Dhakeshwari Temple,"23.723505780259483, 90.39006818516404"
300ft,"23.82964547788351, 90.44586855718306",Dhanmondi  Road 13,"23.7534501255474, 90.37614999961175"
300ft,"23.82964547788351, 90.44586855718306",Dhanmondi  Road 13A,"23.749643437271462, 90.36993975614091"
300ft,"23.82964547788351, 90.44586855718306",Dhanmondi Lake,"23.747590981285224, 90.37807190540613"
300ft,"23.82964547788351, 90.44586855718306",Dhanmondi Road 12,"23.752334369903934, 90.3759494331688"
300ft,"23.82964547788351, 90.44586855718306",Dhanmondi Road 12A,"23.74689134102291, 90.37733359846021"
300ft,"23.82964547788351, 90.44586855718306",Dhanmondi Road 14,"23.754456430984828, 90.37560027637075"
300ft,"23.82964547788351, 90.44586855718306",Dhanmondi Road 14A,"23.750198566679202, 90.36920123869305"
300ft,"23.82964547788351, 90.44586855718306",Dhanmondi Road 15,"23.75514495125052, 90.37519521715127"
300ft,"23.82964547788351, 90.44586855718306",Dhanmondi Road 15A,"23.7523255680022, 90.37084019234493"
300ft,"23.82964547788351, 90.44586855718306",Dhanmondi Road 16,"23.755538568281132, 90.37390856255229"
300ft,"23.82964547788351, 90.44586855718306",Dhanmondi Road 17,"23.7566549013045, 90.37449320159928"
300ft,"23.82964547788351, 90.44586855718306",Dhanmondi Road 2,"23.739141333933283, 90.38122386493468"
300ft,"23.82964547788351, 90.44586855718306",Dhanmondi Road 1,"23.738720578214433, 90.38240235737894"
300ft,"23.82964547788351, 90.44586855718306",Dhanmondi Road 3,"23.739812239033704, 90.37920861477238"
300ft,"23.82964547788351, 90.44586855718306",Dhanmondi Road 3A,"23.74022477236035, 90.37627927191252"
300ft,"23.82964547788351, 90.44586855718306",Dhanmondi Road 4,"23.741346481708497, 90.38134467810198"
300ft,"23.82964547788351, 90.44586855718306",Dhanmondi Road 4A,"23.741165859122525, 90.37563143647237"
300ft,"23.82964547788351, 90.44586855718306",Dhanmondi Road 5,"23.742494162158316, 90.38167325780455"
300ft,"23.82964547788351, 90.44586855718306",Dhanmondi Road 5A,"23.74186200111996, 90.37533568551056"
300ft,"23.82964547788351, 90.44586855718306",Dhanmondi Road 6,"23.743570598059737, 90.38166461098089"
300ft,"23.82964547788351, 90.44586855718306",Dhanmondi Road 6A,"23.743988360857468, 90.37640997726535"
300ft,"23.82964547788351, 90.44586855718306",Dhanmondi Road 7,"23.744607450679176, 90.38152626163901"
300ft,"23.82964547788351, 90.44586855718306",Dhanmondi Road 7A,"23.743207063518906, 90.37289655055329"
300ft,"23.82964547788351, 90.44586855718306",Dhanmondi Road 8,"23.74539893567319, 90.3822698893515"
300ft,"23.82964547788351, 90.44586855718306",Dhanmondi Road 8A,"23.74399744568268, 90.37228120463195"
300ft,"23.82964547788351, 90.44586855718306",Dhanmondi Road 9,"23.74655449516206, 90.38038487956058"
300ft,"23.82964547788351, 90.44586855718306",Dhanmondi Road 9A,"23.7453419928271, 90.37268812693476"
300ft,"23.82964547788351, 90.44586855718306",DIT Project,"23.773401431652626, 90.42539669118638"
300ft,"23.82964547788351, 90.44586855718306",Dokkhingao,"23.7413448466662, 90.44700618824636"
300ft,"23.82964547788351, 90.44586855718306",Donia,"23.70373276674018, 90.44888702333212"
300ft,"23.82964547788351, 90.44586855718306",East Rampura,"23.760466063044532, 90.42019006001247"
300ft,"23.82964547788351, 90.44586855718306",East West University,"23.768805486749752, 90.42546167958218"
300ft,"23.82964547788351, 90.44586855718306",ECB chattar,"23.824355833272744, 90.39334294663293"
300ft,"23.82964547788351, 90.44586855718306",Eden Mohila College,"23.727969663293113, 90.38634073725261"
300ft,"23.82964547788351, 90.44586855718306",Elephant Road,"23.739201420708195, 90.3871715084171"
300ft,"23.82964547788351, 90.44586855718306",New Eskaton,"23.74718832521819, 90.39926359648726"
300ft,"23.82964547788351, 90.44586855718306",Evercare Hospital,"23.810482241984165, 90.43129699095799"
300ft,"23.82964547788351, 90.44586855718306",Fakirapool,"23.732659171031635, 90.41697754122195"
300ft,"23.82964547788351, 90.44586855718306",Farmgate,"23.756173521829375, 90.38704401820739"
300ft,"23.82964547788351, 90.44586855718306",Fullar Road,"23.73073816057924, 90.39176972190907"
300ft,"23.82964547788351, 90.44586855718306",Gabtoli,"23.78375365953661, 90.34394491819548"
300ft,"23.82964547788351, 90.44586855718306",Gandaria,"23.702360538127046, 90.42634796579934"
