Pickup Area,"Popular Pickup Lat,Lon",Destination,"Popular Destination Lat, Lon",OSRM_distance_km_car,OSRM_distance_km_bike,diff_car,diff_bike
100ft Road,"23.799495535917075, 90.44219899922044",Police Plaza,"23.774242477535278, 90.41598794811036",6.14,6.14,,
100ft Road,"23.799495535917075, 90.44219899922044",Postogola,"23.693064987141877, 90.43013918400378",17.41,17.41,,
100ft Road,"23.799495535917075, 90.44219899922044",Press Club,"23.709590036781186, 90.42796922218056",14.04,14.07,,
100ft Road,"23.799495535917075, 90.44219899922044",Puran Dhaka,"23.722455864933664, 90.38776863791101",13.39,13.39,,
100ft Road,"23.799495535917075, 90.44219899922044",Purbachal,"23.8556826980268, 90.50487366755176",12.44,12.44,,
100ft Road,"23.799495535917075, 90.44219899922044",Rajlokkhi Complex,"23.864407298736335, 90.399736694929",11.5,11.5,,
100ft Road,"23.799495535917075, 90.44219899922044",Rajuk Trade Center,"23.829675820274574, 90.41942160842014",7.03,7.03,,
100ft Road,"23.799495535917075, 90.44219899922044",Ramna,"23.73741269764707, 90.40144483378396",11.43,11.43,,
100ft Road,"23.799495535917075, 90.44219899922044",Rampura,"23.760873486392178, 90.42061036978188",6.7,6.7,,
100ft Road,"23.799495535917075, 90.44219899922044",Rayer bazar,"23.743521887504897, 90.36167622278728",14.5,14.5,,
100ft Road,"23.799495535917075, 90.44219899922044",Rayerbagh,"23.694274567097093, 90.45737025358338",20.46,20.46,,
100ft Road,"23.799495535917075, 90.44219899922044",Rupayan Uttara,"23.876092417672627, 90.37956157905259",16.63,15.75,,
100ft Road,"23.799495535917075, 90.44219899922044",Rupnagar R/A,"23.809535473019103, 90.35632046141234",12.51,12.51,,
100ft Road,"23.799495535917075, 90.44219899922044",Sadarghat,"23.704920230821113, 90.41629392880428",14.09,14.09,,
100ft Road,"23.799495535917075, 90.44219899922044",Sarulia,"23.712142476085166, 90.49040399295345",17.86,16.01,,
100ft Road,"23.799495535917075, 90.44219899922044",Satrasta,"23.75768943973771, 90.39889324889458",9.57,9.57,,
100ft Road,"23.799495535917075, 90.44219899922044",Savar,"23.847235118940443, 90.25740482147071",33.02,33.02,,
100ft Road,"23.799495535917075, 90.44219899922044",Sayedabad Bus Terminal,"23.715618121965, 90.42757510973425",13.92,13.92,,
100ft Road,"23.799495535917075, 90.44219899922044",Science Lab,"23.739527493939022, 90.38380909504045",12.6,12.6,,
100ft Road,"23.799495535917075, 90.44219899922044",Secretariat,"23.728543737583582, 90.39658276608853",11.95,11.95,,
100ft Road,"23.799495535917075, 90.44219899922044",Shahbagh,"23.73926923300087, 90.39551308288586",11.62,11.62,,
100ft Road,"23.799495535917075, 90.44219899922044",Shahidbagh,"23.742568085752026, 90.42000928276717",9.45,9.48,,
100ft Road,"23.799495535917075, 90.44219899922044",Shahinbagh,"23.770207365917933, 90.39216831252685",9.34,8.48,,
100ft Road,"23.799495535917075, 90.44219899922044",Shahjadpur,"23.791699886032266, 90.42491413547074",2.87,2.87,,
100ft Road,"23.799495535917075, 90.44219899922044",Shahjahanpur,"23.744426914931378, 90.42353959302136",10.01,9.92,,
100ft Road,"23.799495535917075, 90.44219899922044",Shakhari Bazar,"23.710126004019056, 90.40968349492377",13.79,13.79,,
100ft Road,"23.799495535917075, 90.44219899922044",Shanir Akhra,"23.699506380859372, 90.45290987467429",18.2,16.99,,
100ft Road,"23.799495535917075, 90.44219899922044",Shankar,"23.750878640826883, 90.36846011026877",12.85,12.85,,
100ft Road,"23.799495535917075, 90.44219899922044",Shantibagh,"23.74526768465952, 90.41855520857388",9.0,9.15,,
100ft Road,"23.799495535917075, 90.44219899922044",Shapla Chattar,"23.726744038603808, 90.42164096026795",11.16,11.16,,
100ft Road,"23.799495535917075, 90.44219899922044",Shegunbagicha,"23.73366168283537, 90.40729600827689",10.23,10.23,,
100ft Road,"23.799495535917075, 90.44219899922044",Sher-e-Bangla Agricultural University,"23.771809817829016, 90.37501155074635",11.72,11.72,,
100ft Road,"23.799495535917075, 90.44219899922044",Sher-e-Bangla National Stadium,"23.80711187129673, 90.36361545162298",12.16,12.16,,
100ft Road,"23.799495535917075, 90.44219899922044",Shewrapara,"23.79094369753041, 90.37486012421229",12.63,12.63,,
100ft Road,"23.799495535917075, 90.44219899922044",Shiddhirganj,"23.689641810056496, 90.48395242561817",22.94,22.24,,
100ft Road,"23.799495535917075, 90.44219899922044",Shishu Hospital,"23.774720021541565, 90.3696989138121",14.03,14.03,,
100ft Road,"23.799495535917075, 90.44219899922044",Shobujbagh,"23.738909741056833, 90.42960696421137",10.42,10.42,,
100ft Road,"23.799495535917075, 90.44219899922044",Shoinik Club,"23.791356222216844, 90.39944605687872",7.0,7.0,,
100ft Road,"23.799495535917075, 90.44219899922044",Shyamoli,"23.77090557917849, 90.36384806528564",12.26,12.26,,
100ft Road,"23.799495535917075, 90.44219899922044",Shyamoli Square,"23.77483882749372, 90.36544631026956",12.92,12.92,,
100ft Road,"23.799495535917075, 90.44219899922044",Shyampur,"23.684833927532342, 90.44638375214089",17.97,17.97,,
100ft Road,"23.799495535917075, 90.44219899922044",Signboard,"23.69196098222184, 90.48136792492541",22.18,22.22,,
100ft Road,"23.799495535917075, 90.44219899922044",Sony Cinema Hall,"23.800596723356385, 90.35531993725503",12.25,12.25,,
100ft Road,"23.799495535917075, 90.44219899922044",Square Hospital,"23.75311200932124, 90.381378314238",12.09,12.09,,
100ft Road,"23.799495535917075, 90.44219899922044",Star Kabab Dhanmondi,"23.739915584940274, 90.38151538972964",13.01,13.01,,
100ft Road,"23.799495535917075, 90.44219899922044",Suhrawardy Udyan,"23.732347115869125, 90.3998804084168",12.67,12.67,,
100ft Road,"23.799495535917075, 90.44219899922044",Sutrapur,"23.712143135744196, 90.41996290601092",13.65,13.71,,
100ft Road,"23.799495535917075, 90.44219899922044",Tajmahal Road,"23.76483026537131, 90.36213213725384",11.91,11.91,,
100ft Road,"23.799495535917075, 90.44219899922044",Tara Masjid,"23.716170089051165, 90.40181039294609",13.71,13.71,,
100ft Road,"23.799495535917075, 90.44219899922044",Technical,"23.78149787280003, 90.35246112771259",14.62,14.62,,
100ft Road,"23.799495535917075, 90.44219899922044",Tejgaon Industrial Area,"23.760019431424492, 90.39129990553859",9.79,9.79,,
100ft Road,"23.799495535917075, 90.44219899922044",Tejturi Bazar,"23.75623497189328, 90.39215451399026",10.03,10.03,,
100ft Road,"23.799495535917075, 90.44219899922044",Town Hall,"23.759739816492644, 90.36581120314878",11.75,11.75,,
100ft Road,"23.799495535917075, 90.44219899922044",TSC,"23.739363547539245, 90.39468747407993",11.71,11.71,,
100ft Road,"23.799495535917075, 90.44219899922044",UIU,"23.798010494541813, 90.44969926609087",0.96,0.96,,
100ft Road,"23.799495535917075, 90.44219899922044",Ulon,"23.763986452595397, 90.41828430393944",7.33,7.33,,
100ft Road,"23.799495535917075, 90.44219899922044",Uttar Khan,"23.87273827035963, 90.44776664806828",18.48,18.74,,
100ft Road,"23.799495535917075, 90.44219899922044",Uttara 1,"23.858105043986644, 90.4009780758213",10.84,10.84,,
100ft Road,"23.799495535917075, 90.44219899922044",Uttara 10,"23.884070392009892, 90.38850341801871",14.98,14.98,,
100ft Road,"23.799495535917075, 90.44219899922044",Uttara 11,"23.876169717607542, 90.38720611542203",14.15,14.15,,
100ft Road,"23.799495535917075, 90.44219899922044",Uttara 12,"23.871433256654242, 90.38108824654972",14.2,14.2,,
100ft Road,"23.799495535917075, 90.44219899922044",Uttara 13,"23.871433256654242, 90.38778814644556",13.73,13.73,,
100ft Road,"23.799495535917075, 90.44219899922044",Uttara 14,"23.867765343508758, 90.38695906184307",13.46,13.46,,
100ft Road,"23.799495535917075, 90.44219899922044",Uttara 15,"23.861049813204456, 90.37215101665535",16.8,16.82,,
100ft Road,"23.799495535917075, 90.44219899922044",Uttara 16,"23.86851637822715, 90.35483474999478",18.07,18.07,,
100ft Road,"23.799495535917075, 90.44219899922044",Uttara 17,"23.846880750905903, 90.36485540817216",14.57,14.57,,
100ft Road,"23.799495535917075, 90.44219899922044",Uttara 18,"23.855123330036513, 90.35777437647893",16.69,16.69,,
100ft Road,"23.799495535917075, 90.44219899922044",Uttara 4,"23.86243003091632, 90.40464203326769",11.72,11.72,,
100ft Road,"23.799495535917075, 90.44219899922044",Uttara 5,"23.864761239707796, 90.38997472577391",12.49,12.49,,
100ft Road,"23.799495535917075, 90.44219899922044",Uttara 6,"23.87139236941201, 90.40429178390336",13.12,13.12,,
100ft Road,"23.799495535917075, 90.44219899922044",Uttara 7,"23.871372679180478, 90.39748761634495",12.55,12.55,,
100ft Road,"23.799495535917075, 90.44219899922044",Uttara 8,"23.87642523160438, 90.4027025919781",13.04,13.04,,
100ft Road,"23.799495535917075, 90.44219899922044",Uttara 9,"23.877220546364615, 90.39735842321328",13.21,13.21,,
100ft Road,"23.799495535917075, 90.44219899922044",Vasantek,"23.807074919411175, 90.38923645387413",9.43,9.43,,
100ft Road,"23.799495535917075, 90.44219899922044",Wapda,"23.724329299083337, 90.42172598970535",11.31,11.31,,
100ft Road,"23.799495535917075, 90.44219899922044",Wari,"23.717804321750464, 90.41799751045865",13.29,12.41,,
300ft,"23.82964547788351, 90.44586855718306",Abdullahpur,"23.878798883513277, 90.40140566107303",10.98,12.01,,
300ft,"23.82964547788351, 90.44586855718306",Abul Hotel,"23.754778817124492, 90.41540918143296",10.67,10.67,,
300ft,"23.82964547788351, 90.44586855718306",Agargaon,"23.778368928990123, 90.37892726054524",13.43,13.43,,
300ft,"23.82964547788351, 90.44586855718306",Adabar,"23.773306970492246, 90.3547037547482",16.38,16.38,,
300ft,"23.82964547788351, 90.44586855718306",Aftabnagar Block A,"23.767873299704757, 90.42702936608984",9.22,9.22,,
300ft,"23.82964547788351, 90.44586855718306",Aftabnagar Block B,"23.766876165679978, 90.42883303416174",9.44,9.44,,
300ft,"23.82964547788351, 90.44586855718306",Aftabnagar Block C,"23.76599057441033, 90.43086163011533",9.68,9.68,,
300ft,"23.82964547788351, 90.44586855718306",Aftabnagar Block D,"23.764350745011754, 90.43551794462489",11.27,11.27,,
300ft,"23.82964547788351, 90.44586855718306",Aftabnagar Block E,"23.768967591654896, 90.43979727576547",11.14,11.14,,
300ft,"23.82964547788351, 90.44586855718306",Aftabnagar Block F,"23.767646824369876, 90.44095786608983",10.96,10.96,,
300ft,"23.82964547788351, 90.44586855718306",Aftabnagar Block G,"23.763993717450564, 90.44705739629664",11.52,11.52,,
300ft,"23.82964547788351, 90.44586855718306",Aftabnagar Block H,"23.761367264147058, 90.44274203622952",11.21,11.21,,
300ft,"23.82964547788351, 90.44586855718306",Aftabnagar Block N,"23.77397492732673, 90.4585882845671",13.57,11.34,,
300ft,"23.82964547788351, 90.44586855718306",Ahsan Manzil,"23.708817214034582, 90.40605307282843",17.4,17.19,,
300ft,"23.82964547788351, 90.44586855718306",Airport Railway Station,"23.85187216330197, 90.40808625149042",9.22,9.22,,
300ft,"23.82964547788351, 90.44586855718306",AIUB Pocket Gate,"23.82101339617473, 90.42737688630989",2.9,2.9,,
300ft,"23.82964547788351, 90.44586855718306",Ansarbagh,"23.757823773705237, 90.43551384618688",11.09,11.31,,
300ft,"23.82964547788351, 90.44586855718306",Arambagh,"23.731760422431627, 90.41892331465192",13.87,13.87,,
300ft,"23.82964547788351, 90.44586855718306",Armanitola,"23.716311404960187, 90.40133975433335",17.47,17.47,,
300ft,"23.82964547788351, 90.44586855718306",Armenian Church,"23.712709593488363, 90.40238466793929",17.0,17.0,,
300ft,"23.82964547788351, 90.44586855718306",Asad Gate,"23.76003967622698, 90.37302587587926",13.7,13.7,,
300ft,"23.82964547788351, 90.44586855718306",Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",7.97,7.97,,
300ft,"23.82964547788351, 90.44586855718306",Ashulia,"23.897499133724487, 90.33078037428804",19.46,19.46,,
300ft,"23.82964547788351, 90.44586855718306",Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",16.81,16.81,,
300ft,"23.82964547788351, 90.44586855718306",Azampur,"23.867843070567336, 90.40013983176523",8.59,8.59,,
300ft,"23.82964547788351, 90.44586855718306",Azimpur,"23.72723004477641, 90.38621547855664",16.74,16.74,,
300ft,"23.82964547788351, 90.44586855718306",Babubazar,"23.714359664356653, 90.39458752348794",17.74,17.89,,
300ft,"23.82964547788351, 90.44586855718306",Badda,"23.780568079273614, 90.42649619466724",7.6,7.6,,
300ft,"23.82964547788351, 90.44586855718306",Baitul Mukarram Mosque,"23.729491621601635, 90.4127217167163",14.27,14.27,,
300ft,"23.82964547788351, 90.44586855718306",Baldha Garden,"23.716916774125067, 90.41941883725221",16.56,15.98,,
300ft,"23.82964547788351, 90.44586855718306",Banani 11,"23.723160254991075, 90.38771374929166",17.12,17.12,,
300ft,"23.82964547788351, 90.44586855718306",Banani SuperMarket,"23.79350541605234, 90.40689722271105",8.1,8.1,,
300ft,"23.82964547788351, 90.44586855718306",Banani Block J,"23.796668895469587, 90.40603147773179",7.89,7.89,,
300ft,"23.82964547788351, 90.44586855718306",Banani DOHS,"23.792950646497655, 90.39896914281933",9.09,9.09,,
300ft,"23.82964547788351, 90.44586855718306",Banasree Block C,"23.762317411154488, 90.43041073855908",10.51,10.51,,
300ft,"23.82964547788351, 90.44586855718306",Banasree Block D,"23.76356157045853, 90.43357238807245",11.48,11.48,,
300ft,"23.82964547788351, 90.44586855718306",Banasree Block F,"23.760662289525275, 90.43894806423826",10.95,10.95,,
300ft,"23.82964547788351, 90.44586855718306",Banasree Block H,"23.76056081478647, 90.44168161932465",11.4,11.4,,
300ft,"23.82964547788351, 90.44586855718306",Bangabandhu National Stadium,"23.72799213845677, 90.41316682376024",14.39,14.39,,
300ft,"23.82964547788351, 90.44586855718306",Bangabandhu Sheikh Mujib Medical University (BSMMU),"23.738538737338253, 90.39536639492475",14.74,14.74,,
300ft,"23.82964547788351, 90.44586855718306",Bangabazar,"23.72371785638331, 90.4058524372524",14.99,14.99,,
300ft,"23.82964547788351, 90.44586855718306",Bangla College,"23.784715054761264, 90.35250376609038",15.24,15.24,,
300ft,"23.82964547788351, 90.44586855718306",Baridhara DOHS,"23.813084105710036, 90.4129734607382",6.81,6.81,,
300ft,"23.82964547788351, 90.44586855718306",Basabo,"23.74201426029004, 90.42840780452333",14.0,14.0,,
300ft,"23.82964547788351, 90.44586855718306",Bashundhara Block A,"23.811377299032795, 90.42833436467546",3.6,3.6,,
300ft,"23.82964547788351, 90.44586855718306",Bashundhara Block B,"23.81421995228443, 90.4275173084465",3.34,3.34,,
300ft,"23.82964547788351, 90.44586855718306",Bashundhara Block C,"23.81949603415762, 90.42738524683234",2.77,2.77,,
300ft,"23.82964547788351, 90.44586855718306",Bashundhara Block D,"23.815210726954167, 90.43302101821708",2.81,2.81,,
300ft,"23.82964547788351, 90.44586855718306",Bashundhara Block E,"23.81019793984092, 90.4327785621583",3.74,3.74,,
300ft,"23.82964547788351, 90.44586855718306",Bashundhara Block F,"23.821188569971465, 90.4332893983635",2.75,2.75,,
300ft,"23.82964547788351, 90.44586855718306",Bashundhara Block G,"23.825185513881646, 90.43336989142703",1.71,1.71,,
300ft,"23.82964547788351, 90.44586855718306",Bashundhara Block H,"23.825616759705525, 90.43910577635016",1.04,1.04,,
300ft,"23.82964547788351, 90.44586855718306",Bashundhara Block I,"23.82042119889173, 90.43856529566207",1.73,1.73,,
300ft,"23.82964547788351, 90.44586855718306",Bashundhara Block J,"23.824910334974465, 90.44234315790804",1.07,1.07,,
300ft,"23.82964547788351, 90.44586855718306",Bashundhara Block K,"23.823004540402223, 90.44475635790837",1.51,1.51,,
300ft,"23.82964547788351, 90.44586855718306",Bashundhara Block L,"23.820766766555288, 90.44883331554995",2.2,2.2,,
300ft,"23.82964547788351, 90.44586855718306",Bashundhara Block M,"23.820570468762917, 90.45608600861756",3.03,3.03,,
300ft,"23.82964547788351, 90.44586855718306",Bashundhara Block N,"23.812690717028516, 90.46931281108469",5.28,5.28,,
300ft,"23.82964547788351, 90.44586855718306",Bashundhara City Mall,"23.75121557936337, 90.39070746794054",13.25,13.25,,
300ft,"23.82964547788351, 90.44586855718306",Bashundhara Gate,"23.811875111391196, 90.4214912547236",4.14,4.14,,
300ft,"23.82964547788351, 90.44586855718306",Bijoy Sarani,"23.765074098817312, 90.38619011026924",11.33,11.33,,
300ft,"23.82964547788351, 90.44586855718306",Bijoynagar,"23.73469869947737, 90.41077232376051",13.31,13.31,,
300ft,"23.82964547788351, 90.44586855718306",BNS,"23.871046444820042, 90.40003507958563",9.08,9.08,,
300ft,"23.82964547788351, 90.44586855718306",Bongshal,"23.717267299148716, 90.40244543195982",17.16,17.16,,
300ft,"23.82964547788351, 90.44586855718306",Bosila,"23.755536214623834, 90.3561451998845",15.56,15.56,,
300ft,"23.82964547788351, 90.44586855718306",Botanical Garden,"23.81353999494071, 90.34753307433435",13.36,13.36,,
300ft,"23.82964547788351, 90.44586855718306",Brac University,"23.773372892644524, 90.42482029492592",10.5,10.5,,
300ft,"23.82964547788351, 90.44586855718306",BUET,"23.726717170489835, 90.39263491266497",16.15,16.15,,
300ft,"23.82964547788351, 90.44586855718306",Buriganga Bridge,"23.70898069854497, 90.40159267958012",18.16,18.16,,
300ft,"23.82964547788351, 90.44586855718306",Chairman Bari,"23.788615672371655, 90.40060816109144",8.05,8.05,,
300ft,"23.82964547788351, 90.44586855718306",Chandni Chawk Market,"23.733968595123564, 90.38483127181993",15.46,15.47,,
300ft,"23.82964547788351, 90.44586855718306",Chandrima Model Town,"23.755862234916634, 90.33788067958173",17.09,17.08,,
300ft,"23.82964547788351, 90.44586855718306",Chandrima Udyan,"23.766853501013795, 90.37808615074623",14.15,14.15,,
300ft,"23.82964547788351, 90.44586855718306",Chawk Bazar,"23.716016462326913, 90.39589182143904",17.82,17.82,,
300ft,"23.82964547788351, 90.44586855718306",Chawkbazar Shahi Mosque,"23.716081670095274, 90.39598779046787",17.82,17.82,,
300ft,"23.82964547788351, 90.44586855718306",Chowdhuripara,"23.753676744513747, 90.41950780332495",10.98,10.98,,
300ft,"23.82964547788351, 90.44586855718306",Curzon Hall,"23.72754625142948, 90.40189379492435",15.01,15.01,,
300ft,"23.82964547788351, 90.44586855718306",Dakshin Khan,"23.861187306883544, 90.42341146206438",10.49,10.58,,
300ft,"23.82964547788351, 90.44586855718306",Demra,"23.720722354482266, 90.48082217630154",19.55,19.92,,
300ft,"23.82964547788351, 90.44586855718306",Dhaka Airport,"23.843630641810666, 90.40288227958474",6.88,6.88,,
